Age,EmployeeNumber,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PercentSalaryHike,Attrition Flag,Age Group,Income Group,Tenure Group,Salary Hike Group
38,1006,No,Research & Development,10,1,Medical,3,Male,3,1,Research Scientist,3,Married,2684,0,No,2,3,2,2,1,0,2,17,0,Mid,Low,Early,Medium
46,1007,No,Research & Development,7,2,Medical,4,Male,3,3,Manufacturing Director,3,Divorced,10845,6,No,2,13,3,8,7,0,7,13,0,Senior,High,Long,Medium
24,1009,No,Research & Development,17,1,Medical,4,Female,2,2,Manufacturing Director,3,Divorced,4377,1,No,2,5,3,4,2,3,2,15,0,Young,Low,Mid,Medium
35,1010,Yes,Research & Development,14,4,Other,3,Male,2,1,Laboratory Technician,2,Divorced,3743,1,Yes,4,5,1,4,2,0,2,24,1,Mid,Low,Mid,High
31,1011,No,Research & Development,1,1,Life Sciences,3,Female,3,2,Manufacturing Director,1,Married,4148,1,No,3,4,3,4,3,0,3,12,0,Mid,Low,Mid,Low
18,1012,No,Research & Development,5,2,Life Sciences,2,Male,3,1,Research Scientist,4,Single,1051,1,No,4,0,3,0,0,0,0,15,0,Young,Low,Early,Medium
54,1013,No,Research & Development,17,3,Technical Degree,3,Female,3,3,Manufacturing Director,3,Married,10739,8,No,3,22,3,10,7,0,8,11,0,Senior,High,Long,Low
35,1014,No,Research & Development,25,4,Medical,3,Female,3,3,Healthcare Representative,3,Divorced,10388,1,Yes,3,16,2,16,10,10,1,11,0,Mid,High,Long,Low
30,1015,No,Research & Development,8,2,Life Sciences,2,Female,4,3,Research Director,1,Married,11416,0,Yes,3,9,2,8,7,1,7,12,0,Mid,High,Long,Low
20,1016,Yes,Research & Development,11,3,Medical,4,Female,2,1,Research Scientist,1,Single,2600,1,Yes,1,1,3,1,0,0,0,15,1,Young,Low,Early,Medium
30,1017,Yes,Research & Development,5,3,Medical,2,Female,3,1,Laboratory Technician,2,Single,2422,0,No,1,4,3,3,2,1,2,17,1,Mid,Low,Mid,Medium
26,1018,No,Research & Development,2,2,Medical,4,Male,4,2,Manufacturing Director,4,Married,5472,1,No,2,8,3,8,7,1,3,12,0,Young,Medium,Long,Low
22,1019,No,Research & Development,8,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,Married,2451,1,No,1,4,2,4,3,1,1,15,0,Young,Low,Mid,Medium
48,1022,No,Research & Development,6,3,Life Sciences,1,Male,2,2,Healthcare Representative,3,Single,4240,2,No,4,19,3,2,2,2,2,13,0,Senior,Low,Early,Medium
48,1024,No,Research & Development,4,4,Life Sciences,3,Male,2,3,Healthcare Representative,3,Single,10999,7,No,2,27,3,15,11,4,8,14,0,Senior,High,Long,Medium
41,1025,No,Research & Development,7,2,Medical,4,Female,3,2,Manufacturing Director,3,Single,5003,6,No,2,8,3,2,2,2,1,14,0,Mid,Medium,Early,Medium
39,1026,No,Research & Development,1,1,Life Sciences,4,Female,2,4,Manufacturing Director,4,Married,12742,1,No,3,21,3,21,6,11,8,16,0,Mid,High,Long,Medium
27,1027,No,Research & Development,2,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,4227,0,No,2,4,3,3,2,2,2,18,0,Young,Low,Mid,High
35,1028,No,Research & Development,10,3,Other,2,Male,3,1,Laboratory Technician,4,Divorced,3917,1,No,1,3,2,3,2,1,2,20,0,Mid,Low,Mid,High
42,1029,No,Sales,5,2,Marketing,4,Male,3,5,Manager,3,Married,18303,6,No,2,21,4,1,0,0,0,13,0,Mid,High,Early,Medium
50,1030,No,Research & Development,9,3,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,2380,4,No,2,8,3,1,0,0,0,18,0,Senior,Low,Early,High
59,1032,No,Research & Development,2,3,Life Sciences,3,Female,2,4,Manufacturing Director,4,Single,13726,3,Yes,1,30,3,5,3,4,3,13,0,Senior,High,Mid,Medium
37,1033,Yes,Research & Development,11,2,Medical,1,Female,1,2,Healthcare Representative,2,Married,4777,5,No,1,15,1,1,0,0,0,15,1,Mid,Low,Early,Medium
55,1034,No,Research & Development,18,4,Medical,3,Male,3,2,Healthcare Representative,2,Married,6385,3,Yes,4,17,3,8,7,6,7,14,0,Senior,Medium,Long,Medium
41,1035,No,Research & Development,7,1,Life Sciences,2,Female,1,5,Research Director,3,Divorced,19973,1,No,2,21,3,21,16,5,10,22,0,Mid,High,Long,High
38,1036,No,Sales,3,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,6861,8,Yes,3,19,3,1,0,0,0,12,0,Mid,Medium,Early,Low
26,1037,Yes,Sales,29,2,Medical,2,Male,1,2,Sales Executive,1,Single,4969,8,No,4,7,3,2,2,2,2,18,1,Young,Low,Early,High
52,1038,Yes,Sales,2,1,Marketing,1,Female,1,5,Manager,4,Married,19845,1,No,4,33,3,32,14,6,9,15,1,Senior,High,Long,Medium
44,1039,No,Sales,28,3,Medical,4,Female,4,4,Sales Executive,4,Married,13320,3,Yes,3,23,3,12,11,11,11,18,0,Mid,High,Long,High
50,1040,No,Sales,1,3,Life Sciences,4,Female,3,2,Sales Executive,3,Married,6347,0,No,1,19,3,18,7,0,13,12,0,Senior,Medium,Long,Low
36,1042,Yes,Research & Development,16,4,Life Sciences,3,Female,4,1,Laboratory Technician,1,Single,2743,1,No,3,18,3,17,13,15,14,16,1,Mid,Low,Long,Medium
39,1043,No,Research & Development,22,3,Medical,4,Female,3,3,Manufacturing Director,1,Single,10880,1,Yes,3,21,3,21,6,2,8,13,0,Mid,High,Long,Medium
33,1044,No,Sales,8,1,Life Sciences,2,Female,2,1,Sales Representative,4,Single,2342,0,No,4,3,2,2,2,2,2,19,0,Mid,Low,Early,High
45,1045,No,Sales,11,2,Life Sciences,4,Female,3,4,Manager,4,Married,17650,3,No,2,26,4,9,3,1,1,13,0,Senior,High,Long,Medium
32,1046,No,Research & Development,29,4,Medical,4,Female,3,1,Laboratory Technician,3,Single,4025,9,No,2,10,3,8,7,7,7,12,0,Mid,Low,Long,Low
34,1047,No,Sales,1,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,9725,0,No,4,16,2,15,1,0,9,11,0,Mid,Medium,Long,Low
59,1048,No,Sales,1,2,Technical Degree,2,Male,3,3,Manager,4,Married,11904,3,Yes,3,14,1,6,4,0,4,14,0,Senior,High,Mid,Medium
45,1049,No,Human Resources,24,4,Medical,2,Male,3,1,Human Resources,2,Single,2177,1,No,1,6,3,6,3,0,4,16,0,Senior,Low,Mid,Medium
53,1050,No,Sales,2,3,Marketing,3,Female,2,3,Sales Executive,2,Married,7525,2,No,1,30,3,15,7,6,12,12,0,Senior,Medium,Long,Low
36,1052,Yes,Research & Development,15,3,Other,1,Male,3,2,Laboratory Technician,3,Divorced,4834,7,No,2,9,2,1,0,0,0,14,1,Mid,Low,Early,Medium
26,1053,Yes,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2042,6,Yes,2,6,3,3,2,1,2,14,1,Young,Low,Mid,Medium
34,1055,No,Sales,10,4,Life Sciences,3,Female,3,1,Sales Representative,3,Married,2220,1,Yes,4,1,3,1,1,0,0,19,0,Mid,Low,Early,High
28,1056,No,Sales,10,1,Medical,4,Male,3,1,Sales Representative,2,Married,1052,1,No,2,1,3,1,0,0,0,22,0,Young,Low,Early,High
38,1060,No,Research & Development,3,4,Other,3,Male,3,1,Research Scientist,3,Married,2821,3,No,1,8,3,2,2,2,2,16,0,Mid,Low,Early,Medium
50,1061,No,Research & Development,2,4,Medical,2,Male,3,5,Research Director,3,Married,19237,2,Yes,4,29,2,8,1,7,7,11,0,Senior,High,Long,Low
37,1062,No,Research & Development,3,3,Other,4,Female,3,2,Healthcare Representative,2,Single,4107,3,No,1,8,2,4,3,0,1,15,0,Mid,Low,Mid,Medium
40,1066,No,Sales,26,3,Marketing,3,Male,3,2,Sales Executive,1,Married,8396,1,No,2,8,2,7,7,7,5,14,0,Mid,Medium,Long,Medium
26,1068,No,Research & Development,1,1,Medical,1,Female,2,1,Research Scientist,3,Divorced,2007,1,No,3,5,3,5,3,1,3,13,0,Young,Low,Mid,Medium
46,1069,No,Research & Development,1,4,Medical,4,Male,3,5,Research Director,4,Divorced,19627,9,No,4,23,3,2,2,2,2,17,0,Senior,High,Early,Medium
54,1070,No,Sales,2,4,Life Sciences,3,Female,2,3,Sales Executive,3,Married,10686,6,No,2,13,3,9,4,7,0,11,0,Senior,High,Long,Low
56,1071,No,Research & Development,9,3,Medical,1,Female,3,1,Research Scientist,3,Married,2942,2,No,2,18,3,5,4,0,3,19,0,Senior,Low,Mid,High
36,1073,No,Research & Development,12,5,Medical,4,Female,2,3,Manufacturing Director,4,Single,8858,0,No,2,15,2,14,8,7,8,11,0,Mid,Medium,Long,Low
55,1074,No,Research & Development,2,1,Medical,3,Male,2,4,Manager,1,Single,16756,7,No,2,31,4,9,7,6,2,15,0,Senior,High,Long,Medium
43,1076,No,Sales,25,3,Medical,3,Male,2,3,Sales Executive,4,Divorced,10798,5,No,3,18,3,1,0,0,0,13,0,Mid,High,Early,Medium
20,1077,Yes,Sales,9,3,Marketing,4,Female,3,1,Sales Representative,4,Single,2323,1,Yes,2,2,3,2,2,0,2,14,1,Young,Low,Early,Medium
21,1079,Yes,Research & Development,10,3,Life Sciences,3,Female,2,1,Laboratory Technician,1,Single,1416,1,No,1,1,2,1,0,1,0,13,1,Young,Low,Early,Medium
46,1080,No,Research & Development,8,4,Life Sciences,4,Female,2,2,Research Scientist,1,Divorced,4615,8,Yes,1,19,3,16,13,1,7,23,0,Senior,Low,Long,High
51,1081,Yes,Research & Development,4,4,Life Sciences,1,Male,3,1,Research Scientist,3,Married,2461,9,Yes,3,18,4,10,0,2,7,12,1,Senior,Low,Long,Low
28,1082,Yes,Research & Development,24,2,Technical Degree,2,Male,2,3,Healthcare Representative,1,Single,8722,1,No,1,10,2,10,7,1,9,12,1,Young,Medium,Long,Low
26,1083,No,Research & Development,1,2,Medical,1,Male,2,1,Laboratory Technician,1,Married,3955,1,No,1,6,3,5,3,1,3,16,0,Young,Low,Mid,Medium
30,1084,No,Research & Development,20,3,Other,3,Male,3,2,Manufacturing Director,1,Married,9957,0,No,3,7,2,6,2,0,2,15,0,Mid,Medium,Mid,Medium
41,1085,No,Research & Development,7,2,Technical Degree,2,Female,4,1,Research Scientist,3,Married,3376,1,No,3,10,3,10,6,0,8,13,0,Mid,Low,Long,Medium
38,1088,No,Research & Development,17,1,Life Sciences,3,Female,2,3,Healthcare Representative,3,Married,8823,0,No,1,20,2,19,9,1,9,18,0,Mid,Medium,Long,High
40,1092,No,Research & Development,20,4,Technical Degree,1,Male,3,3,Healthcare Representative,4,Married,10322,4,No,4,14,3,11,10,11,1,20,0,Mid,High,Long,High
27,1094,No,Research & Development,8,5,Life Sciences,1,Male,1,1,Laboratory Technician,3,Married,4621,1,No,4,3,3,3,2,1,2,19,0,Young,Low,Mid,High
55,1096,No,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10976,3,No,2,23,3,3,2,1,2,18,0,Senior,High,Mid,High
28,1097,No,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,Single,3660,3,No,4,10,4,8,7,1,7,13,0,Young,Low,Long,Medium
44,1098,Yes,Human Resources,1,2,Medical,2,Male,2,3,Human Resources,1,Married,10482,9,No,4,24,3,20,6,3,6,14,1,Mid,High,Long,Medium
33,1099,No,Research & Development,5,3,Life Sciences,4,Male,2,3,Healthcare Representative,4,Divorced,7119,4,No,3,9,3,3,2,1,2,15,0,Mid,Medium,Mid,Medium
35,1100,Yes,Sales,4,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,9582,0,Yes,1,9,3,8,7,4,7,22,1,Mid,Medium,Long,High
33,1101,Yes,Research & Development,29,4,Medical,1,Female,2,2,Research Scientist,3,Single,4508,1,No,2,14,3,13,7,3,8,22,1,Mid,Low,Long,High
28,1102,No,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,1,No,4,4,2,4,2,2,2,16,0,Young,Low,Mid,Medium
34,1103,No,Research & Development,3,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Single,7756,0,No,3,7,2,6,2,0,4,17,0,Mid,Medium,Mid,Medium
37,1105,No,Sales,10,4,Life Sciences,4,Female,2,2,Sales Executive,4,Divorced,6694,2,Yes,3,8,3,1,0,0,0,14,0,Mid,Medium,Early,Medium
25,1106,Yes,Research & Development,4,1,Technical Degree,4,Male,3,1,Laboratory Technician,4,Married,3691,1,Yes,2,7,4,7,7,5,6,15,1,Young,Low,Long,Medium
26,1107,Yes,Research & Development,21,3,Medical,1,Male,3,1,Laboratory Technician,3,Divorced,2377,1,No,3,1,2,1,1,0,0,20,1,Young,Low,Early,High
33,1108,Yes,Research & Development,25,3,Medical,1,Male,2,1,Research Scientist,2,Single,2313,4,Yes,2,5,3,2,2,2,2,20,1,Mid,Low,Early,High
42,1109,No,Research & Development,2,2,Medical,4,Male,3,4,Manager,1,Married,17665,0,No,4,23,3,22,6,13,7,17,0,Mid,High,Long,Medium
28,1111,Yes,Research & Development,1,3,Medical,1,Male,2,1,Laboratory Technician,2,Divorced,2596,1,No,1,1,3,1,0,0,0,15,1,Young,Low,Early,Medium
50,1113,Yes,Sales,1,4,Other,4,Male,3,2,Sales Executive,3,Single,4728,3,Yes,4,5,3,0,0,0,0,14,1,Senior,Low,Early,Medium
33,1114,No,Sales,7,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,0,No,3,4,3,3,2,0,2,17,0,Mid,Low,Mid,Medium
34,1115,No,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2979,3,No,4,6,3,0,0,0,0,17,0,Mid,Low,Early,Medium
48,1116,No,Research & Development,1,4,Medical,1,Male,4,4,Manager,4,Single,16885,2,No,3,27,2,5,4,2,1,22,0,Senior,High,Mid,High
45,1117,No,Sales,9,4,Life Sciences,2,Female,2,2,Sales Executive,3,Married,5593,1,No,4,15,3,15,10,4,12,13,0,Senior,Medium,Long,Medium
52,1118,No,Research & Development,7,4,Life Sciences,2,Male,3,3,Healthcare Representative,2,Single,10445,7,No,4,18,3,8,6,4,0,19,0,Senior,High,Long,High
38,1119,No,Sales,10,4,Marketing,3,Male,2,3,Sales Executive,3,Divorced,8740,0,Yes,2,9,3,8,7,2,7,14,0,Mid,Medium,Long,Medium
29,1120,No,Research & Development,28,4,Life Sciences,3,Female,3,1,Research Scientist,4,Divorced,2514,4,No,1,11,3,7,5,1,7,22,0,Young,Low,Long,High
28,1121,No,Research & Development,3,3,Medical,4,Female,3,3,Manufacturing Director,2,Divorced,7655,0,No,2,10,2,9,7,1,7,17,0,Young,Medium,Long,Medium
46,1124,No,Sales,3,1,Marketing,1,Male,3,4,Manager,3,Married,17465,3,No,4,23,3,12,9,4,9,12,0,Senior,High,Long,Low
38,1125,No,Sales,2,2,Marketing,4,Male,3,3,Sales Executive,2,Single,7351,7,No,3,10,3,1,0,0,0,16,0,Mid,Medium,Early,Medium
43,1126,No,Research & Development,27,3,Life Sciences,3,Female,3,3,Manufacturing Director,1,Married,10820,8,No,3,18,3,8,7,0,1,11,0,Mid,High,Long,Low
39,1127,Yes,Research & Development,2,3,Life Sciences,1,Male,3,4,Healthcare Representative,4,Divorced,12169,7,No,4,21,3,18,7,11,5,11,1,Mid,High,Long,Low
40,1128,No,Research & Development,14,3,Medical,3,Male,2,5,Research Director,3,Single,19626,1,No,1,21,4,20,7,4,9,14,0,Mid,High,Long,Medium
21,1131,No,Research & Development,1,1,Technical Degree,4,Female,2,1,Research Scientist,2,Single,2070,1,Yes,3,2,4,2,2,2,2,11,0,Young,Low,Early,Low
39,1132,No,Research & Development,9,3,Life Sciences,3,Male,3,2,Laboratory Technician,2,Single,6782,9,No,3,9,2,5,4,0,3,15,0,Mid,Medium,Mid,Medium
36,1133,No,Research & Development,18,4,Life Sciences,1,Male,3,2,Manufacturing Director,4,Single,7779,2,No,1,18,3,11,9,0,9,20,0,Mid,Medium,Long,High
31,1135,No,Sales,20,3,Life Sciences,3,Male,4,1,Sales Representative,4,Married,2791,0,No,1,3,3,2,2,2,2,12,0,Mid,Low,Early,Low
28,1136,No,Research & Development,2,1,Life Sciences,1,Male,2,1,Research Scientist,2,Married,3201,0,No,1,6,1,5,3,0,4,17,0,Young,Low,Mid,Medium
35,1137,No,Sales,11,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,4968,1,No,4,5,3,5,2,0,2,11,0,Mid,Low,Mid,Low
49,1138,No,Sales,8,4,Technical Degree,4,Male,2,4,Sales Executive,2,Married,13120,6,No,2,22,3,9,8,2,3,17,0,Senior,High,Long,Medium
34,1140,No,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,2,No,4,5,2,3,2,0,2,11,0,Mid,Low,Mid,Low
29,1143,No,Research & Development,10,3,Life Sciences,4,Female,3,1,Research Scientist,2,Divorced,3291,0,No,4,8,2,7,5,1,1,14,0,Young,Low,Long,Medium
42,1148,No,Research & Development,29,3,Medical,2,Male,1,2,Laboratory Technician,4,Single,4272,4,No,1,16,3,1,0,0,0,19,0,Mid,Low,Early,High
29,1150,No,Research & Development,8,1,Medical,2,Male,2,2,Manufacturing Director,4,Married,5056,1,Yes,3,10,2,10,7,1,2,15,0,Young,Medium,Long,Medium
38,1152,No,Human Resources,1,3,Human Resources,3,Male,4,1,Human Resources,3,Married,2844,1,No,4,7,4,7,6,5,0,13,0,Mid,Low,Long,Medium
28,1154,No,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,1,Yes,4,3,3,3,1,0,2,14,0,Young,Low,Mid,Medium
18,1156,Yes,Research & Development,8,1,Medical,3,Male,3,1,Laboratory Technician,3,Single,1904,1,No,4,0,3,0,0,0,0,12,1,Young,Low,Early,Low
33,1157,Yes,Sales,9,4,Marketing,1,Female,3,2,Sales Executive,1,Single,8224,0,Yes,1,6,3,5,2,0,3,17,1,Mid,Medium,Mid,Medium
41,1158,No,Research & Development,12,4,Life Sciences,2,Male,3,1,Laboratory Technician,4,Married,4766,3,Yes,1,6,3,1,0,0,0,11,0,Mid,Low,Early,Low
31,1160,Yes,Research & Development,15,3,Medical,3,Male,3,1,Laboratory Technician,3,Married,2610,1,No,3,2,2,2,2,2,2,12,1,Mid,Low,Early,Low
37,1161,No,Research & Development,25,2,Medical,3,Female,2,2,Healthcare Representative,4,Divorced,5731,7,No,3,9,3,6,2,1,3,13,0,Mid,Medium,Mid,Medium
27,1162,No,Research & Development,6,3,Life Sciences,4,Male,2,1,Research Scientist,3,Married,2539,1,No,3,4,3,4,2,2,2,13,0,Young,Low,Mid,Medium
34,1163,No,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5714,1,No,1,6,2,6,5,1,3,20,0,Mid,Medium,Mid,High
35,1164,No,Human Resources,8,4,Technical Degree,3,Male,3,1,Human Resources,3,Single,4323,1,No,2,6,1,5,4,1,4,17,0,Mid,Low,Mid,Medium
29,1165,Yes,Sales,23,1,Life Sciences,4,Female,2,3,Sales Executive,1,Married,7336,1,No,1,11,1,11,8,3,10,13,1,Young,Medium,Long,Medium
40,1166,No,Research & Development,9,4,Medical,2,Female,3,3,Research Director,3,Single,13499,9,No,3,20,2,18,7,2,13,17,0,Mid,High,Long,Medium
42,1167,Yes,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,13758,0,Yes,2,22,2,21,9,13,14,12,1,Mid,High,Long,Low
42,1171,No,Sales,4,4,Marketing,2,Male,3,2,Sales Executive,1,Single,5155,7,No,4,9,4,6,4,1,5,13,0,Mid,Medium,Mid,Medium
35,1172,No,Research & Development,1,4,Medical,4,Male,2,1,Laboratory Technician,3,Married,2258,6,No,2,10,3,8,0,1,7,12,0,Mid,Low,Long,Low
24,1173,No,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,8,No,4,6,3,4,3,1,2,22,0,Young,Low,Mid,High
28,1175,Yes,Research & Development,12,1,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2515,1,Yes,4,1,2,1,1,0,0,11,1,Young,Low,Early,Low
26,1177,No,Research & Development,3,4,Medical,1,Male,4,1,Laboratory Technician,4,Married,4420,1,No,2,8,3,8,7,0,7,22,0,Young,Low,Long,High
30,1179,No,Sales,10,3,Marketing,3,Male,2,2,Sales Executive,3,Married,6578,1,No,1,10,3,10,3,1,4,18,0,Mid,Medium,Long,High
40,1180,No,Research & Development,26,2,Medical,3,Female,2,2,Research Scientist,4,Married,4422,3,Yes,4,16,1,1,1,0,0,13,0,Mid,Low,Early,Medium
35,1182,No,Research & Development,2,3,Life Sciences,3,Male,2,3,Manufacturing Director,2,Divorced,10274,2,No,2,15,4,7,7,6,4,18,0,Mid,High,Long,High
34,1184,No,Research & Development,1,3,Medical,4,Male,2,2,Healthcare Representative,1,Single,5343,0,No,3,14,3,13,9,4,9,20,0,Mid,Medium,Long,High
35,1185,No,Research & Development,4,4,Other,4,Male,2,1,Laboratory Technician,4,Married,2376,1,No,2,2,4,2,2,2,2,13,0,Mid,Low,Early,Medium
43,1188,Yes,Sales,9,3,Marketing,1,Female,1,2,Sales Executive,3,Single,5346,8,No,2,7,2,4,3,1,3,13,1,Mid,Medium,Mid,Medium
32,1190,No,Sales,2,1,Life Sciences,3,Female,3,1,Sales Representative,1,Divorced,2827,1,No,3,1,3,1,0,0,0,12,0,Mid,Low,Early,Low
56,1191,No,Research & Development,4,4,Technical Degree,4,Female,3,5,Manager,1,Divorced,19943,4,No,4,28,3,5,2,4,2,13,0,Senior,High,Mid,Medium
29,1192,No,Research & Development,6,1,Medical,2,Female,3,1,Laboratory Technician,4,Married,3131,1,No,1,10,3,10,8,0,8,13,0,Young,Low,Long,Medium
19,1193,No,Research & Development,9,2,Life Sciences,3,Male,3,1,Research Scientist,1,Single,2552,1,No,3,1,3,1,1,0,0,25,0,Young,Low,Early,High
45,1195,No,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,4,Yes,3,7,2,3,2,0,2,19,0,Senior,Low,Mid,High
37,1196,No,Research & Development,1,3,Life Sciences,4,Female,2,2,Manufacturing Director,4,Married,6474,1,No,2,14,2,14,8,3,11,13,0,Mid,Medium,Long,Medium
20,1198,No,Research & Development,3,3,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3033,1,No,1,2,2,2,2,1,2,12,0,Young,Low,Early,Low
44,1200,Yes,Research & Development,10,4,Life Sciences,3,Male,3,1,Research Scientist,3,Single,2936,1,Yes,3,6,3,6,4,0,2,11,1,Mid,Low,Mid,Low
53,1201,No,Research & Development,7,2,Medical,4,Female,3,5,Manager,3,Divorced,18606,3,No,2,26,3,7,7,4,7,18,0,Senior,High,Long,High
29,1202,No,Research & Development,15,1,Life Sciences,2,Female,1,1,Research Scientist,4,Married,2168,0,Yes,1,6,2,5,4,1,3,18,0,Young,Low,Mid,High
22,1203,Yes,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2853,0,Yes,2,1,3,0,0,0,0,11,1,Young,Low,Early,Low
46,1204,No,Sales,2,3,Marketing,3,Female,3,4,Manager,1,Married,17048,8,No,1,28,3,26,15,15,9,23,0,Senior,High,Long,High
44,1206,No,Research & Development,17,3,Life Sciences,4,Male,1,1,Research Scientist,3,Single,2290,2,No,4,6,3,0,0,0,0,13,0,Mid,Low,Early,Medium
33,1207,No,Human Resources,2,3,Human Resources,2,Male,3,1,Human Resources,3,Married,3600,1,No,4,5,3,5,4,1,4,13,0,Mid,Low,Mid,Medium
41,1210,Yes,Research & Development,5,2,Life Sciences,1,Male,2,1,Research Scientist,1,Divorced,2107,6,No,1,5,1,1,0,0,0,17,1,Mid,Low,Early,Medium
30,1211,No,Sales,29,4,Life Sciences,3,Male,3,2,Sales Executive,1,Divorced,4115,8,No,3,8,3,4,3,0,3,19,0,Mid,Low,Mid,High
40,1212,No,Sales,2,4,Medical,2,Male,3,2,Sales Executive,2,Married,4327,5,No,4,5,3,0,0,0,0,12,0,Mid,Low,Early,Low
50,1215,No,Research & Development,2,3,Medical,4,Female,3,4,Manager,1,Married,17856,2,No,3,32,3,2,2,2,2,22,0,Senior,High,Early,High
28,1216,No,Research & Development,19,4,Medical,4,Male,2,1,Laboratory Technician,1,Married,3196,1,No,3,6,3,6,5,3,3,12,0,Young,Low,Mid,Low
46,1217,No,Research & Development,15,2,Life Sciences,4,Male,3,5,Research Director,2,Married,19081,5,No,1,25,3,4,2,0,3,11,0,Senior,High,Mid,Low
35,1218,No,Sales,17,4,Life Sciences,3,Male,3,2,Sales Executive,1,Married,8966,3,Yes,4,15,3,7,7,1,7,15,0,Mid,Medium,Long,Medium
24,1219,Yes,Research & Development,17,2,Life Sciences,4,Female,3,1,Laboratory Technician,2,Married,2210,1,No,1,1,1,1,0,0,0,13,1,Young,Low,Early,Medium
33,1220,No,Sales,25,3,Medical,2,Female,3,2,Sales Executive,3,Married,4539,1,No,1,10,2,10,7,0,1,12,0,Mid,Low,Long,Low
36,1221,No,Research & Development,6,4,Life Sciences,3,Male,1,1,Laboratory Technician,3,Divorced,2741,1,No,3,7,3,7,7,1,7,14,0,Mid,Low,Long,Medium
30,1224,No,Research & Development,7,4,Life Sciences,3,Male,3,2,Laboratory Technician,3,Divorced,3491,1,No,1,10,2,10,7,8,9,13,0,Mid,Low,Long,Medium
44,1225,No,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,4541,1,No,2,20,3,20,11,13,17,25,0,Mid,Low,Long,High
20,1226,No,Sales,21,3,Marketing,3,Male,4,1,Sales Representative,4,Single,2678,1,No,4,2,3,2,1,2,2,17,0,Young,Low,Early,Medium
46,1228,No,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,7379,2,No,3,12,2,6,3,1,4,11,0,Senior,Medium,Mid,Low
42,1231,No,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,7,No,1,10,4,4,3,0,3,16,0,Mid,Medium,Mid,Medium
60,1233,No,Sales,7,4,Marketing,2,Male,4,2,Sales Executive,4,Divorced,5220,0,Yes,2,12,3,11,7,1,9,18,0,Senior,Medium,Long,High
32,1234,No,Research & Development,13,3,Other,3,Female,2,1,Laboratory Technician,2,Married,2743,1,No,3,2,3,2,2,2,2,20,0,Mid,Low,Early,High
32,1235,No,Research & Development,2,2,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4998,4,Yes,4,10,3,8,7,0,7,14,0,Mid,Low,Long,Medium
36,1237,No,Research & Development,1,3,Technical Degree,3,Female,1,3,Manufacturing Director,1,Divorced,10252,2,Yes,3,17,3,7,7,7,7,21,0,Mid,High,Long,High
33,1238,No,Research & Development,9,3,Medical,1,Male,3,1,Research Scientist,4,Married,2781,0,No,2,15,3,14,10,4,10,13,0,Mid,Low,Long,Medium
40,1239,No,Sales,10,3,Technical Degree,2,Female,2,2,Sales Executive,2,Divorced,6852,7,No,2,7,4,5,1,1,3,12,0,Mid,Medium,Mid,Low
25,1240,No,Sales,10,4,Life Sciences,3,Male,3,2,Sales Executive,4,Single,4950,0,No,2,5,3,4,3,1,1,14,0,Young,Low,Mid,Medium
30,1241,No,Research & Development,1,3,Medical,4,Male,3,1,Research Scientist,2,Married,3579,0,Yes,1,12,3,11,9,5,7,21,0,Mid,Low,Long,High
